Emotion,Text
neutral, She what ? 
fear,I once felt that my last hour had come when I was unexpectedly found in the hands of.
sadness," Yes , I took my temperature last night . It was 102 degrees . But right now I feel my fevers is up to 103 degrees . "
neutral, I am 24 . 
neutral, I promise . 
anger," What does that have to do with those men shooting at us ? Most importantly , why did you lie to me ! "
sadness," Let me see ... I'm sorry , but we don't have any more non-smoking rooms.We won't charge you for your room tonight . "
sadness, Of course not . I knew she had fallen in love with another guy . It is difficult to see her move on so quickly . 
sadness,"A small sad smile pulling at her mouth , convinced that it would say thank you and goodbye , she took a deep breath , and began to read . "
fear," I can ’ t go through with this ! I just can ’ t ! I ’ m not ready for marriage ! What was I thinking ? I ’ m only thirty five years old ! I ’ Ve got my entire life ahead of me , adventures waiting ! I can ’ t settle down yet ! "
joy, Okay . Thanks for your help . 
anger,"Bellybutton said in an indignant voice , as though my question had impugned McIllvanney 's honour . "
neutral," Bye , Ann ! "
neutral, Step into my office for a moment . What is your concern ? 
anger," No , you must stay ! I swear it , and the oath shall be kept . "
fear,"Now Mr Rifkind has written to the BSC chairman , Sir Robert Scholey , asking for further assurances after meeting anxious union leaders . "
anger,Falling in love although she is my friend (angry with myself).
neutral," I heard that the government might need to increase the retirement age , because otherwise there will not be enough workers to support the young and the elderly . "
sadness, I'm very busy these days . It seems I can never finish my work . 
sadness,"And when I first got an inkling the little was far worse than none , and I became melancholy and miserable . "
anger,The RUC men who had conducted the police investigations were fiercely indignant and a senior officer threatened to resign . 
neutral, Good boy ! 
anger,I simply couldn ’ t help giving him the fish-eye when I knew all that . 
joy, No.thanks . I'm full . 
sadness,"It 's been our experience that families , and particularly carers , go through great anguish , much pain and heartache associated with this process . "
anger,My intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity.
sadness,"From somewhere in the gloom , accompanied by raucous laughter and much crudity , a young female voice began to groan and then rise , unintentionally mimicking the anguish of a wounded soldier . "
fear,When I was nearly attacked by a man who had been chasing me.
joy,I watched a football match with my old friend.  The performance of the team was very good and the team members were full of spirit.  The match was excellent and every time a goal was scored I felt excited.
anger," He ’ s my grandfather , and he never really liked you anyway ! "
neutral," Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . "
joy," August bride . How nice ! By the way , who is going to be the matron of honor ? "
fear,I'm not actually writing a physics exam today 
anger,When I was insulted by a man.
fear," I turned on my laptop and it broke ! I mean , the monitor went black ! "
joy, I still like the olive one best . There's a tailor here who can take up the sleeves for you . 
sadness,The Brazilian lover was looking increasingly disconsolate . 
sadness,When I was not chosen to go to your English lectures. 
neutral, See you . 
fear,I am afraid before an exam or colloquium.
sadness,"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease . "
anger,Last week a friend of mine called on me and said I was moody and difficult to persuade. With this I got angry with her.
fear,I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened.
fear,When my brother was very late in arriving home from work.
anger,The editor changed the heading of an article that I had written.  He considered the heading to be derogatory towards the person I had written about.
fear,"I've been joined in the Soudain gamble by the man the Scunny bookies call bespectacled death , @chris_radford "
joy,A friend of mine suggested that I become a film extra.  The idea seemed very funny to me and my reaction seemed rather outlandish to the others.
